Country	City	Accent City	Region	Latitude	Longitude
DE	achim	Achim	06	53.0333333	9.0166667
DE	achkarren	Achkarren	01	48.0666667	7.6333333
DE	achldorf	Achldorf	02	48.4333333	12.3666667
DE	achmer	Achmer	06	52.4	7.9333333
DE	achmuhl	Achmühl	02	47.75	11.4333333
DE	achner	Achner	02	47.6	11.4666667
DE	acholshausen	Acholshausen	02	49.6447222	9.9947222
DE	achrain	Achrain	02	47.6666667	11.2333333
DE	achselschwang	Achselschwang	02	48.0333333	11.05
DE	achsenried	Achsenried	02	48.1166667	10.3833333
DE	achsheim	Achsheim	02	48.4833333	10.8166667
DE	achslach	Achslach	02	48.9666667	12.9333333
DE	achstetten	Achstetten	01	48.2666667	9.9
DE	acht	Acht	08	50.3666667	7.0666667
DE	achtel	Achtel	02	49.5666667	11.5833333
DE	achtelsbach	Achtelsbach	08	49.6166667	7.0833333
DE	achterberg	Achterberg	06	52.2833333	7.0666667
DE	achterberg	Achterberg	06	52.7333333	9.9833333
DE	achterdeich	Achterdeich	06	53.3833333	10.1333333
DE	achterdeich	Achterdeich	04	53.4166667	10.2333333
DE	achterdeich	Achterdeich	04	53.4333333	10.2
DE	achterdeich	Achterdeich	04	53.45	10.1833333
DE	achteresch	Achteresch	06	52.45	7.5166667
DE	achterhoek	Achterhoek	07	51.5833333	6.35
DE	achterhorn	Achterhörn	10	53.9666667	9.2833333
DE	achterhorn	Achterhörn	06	52.0	7.7333333
DE	achterhuck	Achterhuck	07	51.5833333	6.35
DE	achtermeer	Achtermeer	06	53.3833333	8.3
DE	achterndiek	Achterndiek	10	53.65	10.3166667
DE	achternholt	Achternholt	06	53.05	8.15
DE	achternmeer	Achternmeer	06	53.0833333	8.1
DE	achterschlag	Achterschlag	04	53.4666667	10.2333333
DE	achterstadt	Achterstadt	06	53.3833333	8.3166667
DE	achterwehr	Achterwehr	10	54.3166667	9.9666667
DE	achthal	Achthal	02	47.8	11.9666667
DE	achthal	Achthal	02	47.8333333	12.7833333
DE	achthal	Achthal	02	47.8833333	12.2833333
DE	achthofen	Achthöfen	06	53.7166667	9.1833333
DE	achthofenerdeich	Achthöfenerdeich	06	53.7166667	9.1666667
DE	achtrup	Achtrup	10	54.7833333	9.0333333
DE	achtum	Achtum	06	52.1333333	10.0
DE	achum	Achum	06	52.2833333	9.0833333
DE	ackenboe	Ackenboe	10	53.9333333	9.3
DE	ackenbrock	Ackenbrock	07	51.35	7.6666667
DE	ackendorf	Ackendorf	14	52.2166667	11.4333333
DE	ackendorf	Ackendorf	14	52.55	11.3666667
DE	ackenhausen	Ackenhausen	06	51.9	10.0833333
DE	acker	Acker	02	47.6	10.3666667
DE	ackerbach	Ackerbach	08	50.2333333	7.9833333
DE	ackerfelde	Ackerfelde	11	53.2333333	12.35
DE	ackern	Ackern	10	54.7333333	8.9666667
DE	ackersdorf	Ackersdorf	02	47.85	12.25
DE	ackfeld	Ackfeld	07	51.7666667	8.25
DE	adamsdorf	Adamsdorf	12	53.4333333	13.0166667
DE	adamshof	Adamshof	12	53.7	13.0833333
DE	adamshoffnung	Adamshoffnung	12	53.45	12.3666667
DE	adamshohe	Adamshöhe	14	51.95	11.2
DE	adamswalde	Adamswalde	11	53.1833333	12.9333333
DE	addebull	Addebüll	10	54.6666667	8.9
DE	addenhausen	Addenhausen	06	53.7	7.7
DE	addenstorf	Addenstorf	06	53.1	10.5
DE	addernhausen	Addernhausen	06	53.55	7.9
DE	addrup	Addrup	06	52.7333333	8.0166667
DE	adelbach	Adelbach	01	49.0333333	9.7666667
DE	adelberg	Adelberg	02	47.6	9.8166667
DE	adelberg	Adelberg	01	48.7666667	9.6
DE	adelberg-dorf	Adelberg-Dorf	01	48.7666667	9.6
DE	adelberg kloster	Adelberg Kloster	01	48.7666667	9.6
DE	adelby	Adelby	10	54.7833333	9.4666667
DE	adelbylund	Adelbylund	10	54.7833333	9.4666667
DE	adelebsen	Adelebsen	06	51.5833333	9.75
DE	adelgunz	Adelgunz	02	47.65	9.8166667
DE	adelharz	Adelharz	02	47.6	10.2166667
DE	adelharz	Adelharz	02	47.7	10.3
DE	adelhausen	Adelhausen	01	47.6166667	7.7666667
DE	adelhausen	Adelhausen	15	50.3666667	10.75
DE	adelheide	Adelheide	06	53.0166667	8.6166667
DE	adelheidsdorf	Adelheidsdorf	06	52.55	10.05
DE	adelheim	Adelheim	02	49.4166667	11.3833333
DE	adelhofen	Adelhofen	02	49.5333333	10.1666667
DE	adelholzen	Adelholzen	02	47.8166667	12.6166667
DE	adelig boltenhagen	Adelig Boltenhagen	12	54.0833333	13.0833333
DE	adelmannsdorf	Adelmannsdorf	02	49.2166667	10.75
DE	adelmannsdorf	Adelmannsdorf	02	49.4	10.6333333
DE	adelmannsfelden	Adelmannsfelden	01	48.95	10.0166667
DE	adelmannsitz	Adelmannsitz	02	49.3333333	10.6833333
DE	adelmannssitz	Adelmannssitz	02	49.3333333	10.6833333
DE	adelsberg	Adelsberg	01	47.7166667	7.8333333
DE	adelsberg	Adelsberg	02	48.8333333	13.4833333
DE	adelsberg	Adelsberg	02	50.0333333	9.75
DE	adelsberg	Adelsberg	13	50.8166667	12.9833333
DE	adelsborn	Adelsborn	15	51.45	10.35
DE	adelschlag	Adelschlag	02	48.8333333	11.2166667
DE	adelsdorf	Adelsdorf	02	49.4833333	10.6833333
DE	adelsdorf	Adelsdorf	02	49.7166667	10.9
DE	adelsdorf	Adelsdorf	13	51.3166667	13.5833333
DE	adelshausen	Adelshausen	02	48.15	10.9333333
DE	adelshausen	Adelshausen	02	48.6666667	11.4
DE	adelshausen	Adelshausen	05	51.1166667	9.5666667
DE	adelsheim	Adelsheim	01	49.4036111	9.3933333
DE	adelshofen	Adelshofen	01	47.9666667	9.8666667
DE	adelshofen	Adelshofen	02	48.1833333	11.1166667
DE	adelshofen	Adelshofen	02	49.4333333	10.1666667
DE	adelshofen	Adelshofen	01	49.1683333	8.8902778
DE	adelsreute	Adelsreute	01	47.75	9.5333333
DE	adelsried	Adelsried	02	48.4166667	10.7166667
DE	adelstedt	Adelstedt	06	53.4166667	8.8
DE	adelstetten	Adelstetten	01	48.85	9.75
DE	adelwitz	Adelwitz	13	51.5166667	13.1333333
DE	adelzhausen	Adelzhausen	02	48.35	11.1333333
DE	adenau	Adenau	08	50.3833333	6.9333333
DE	adenbach	Adenbach	08	49.6666667	7.65
DE	adenberg	Adenberg	02	48.5833333	13.1166667
DE	adenbuttel	Adenbüttel	06	52.3833333	10.45
DE	adendorf	Adendorf	07	50.6166667	7.0666667
DE	adendorf	Adendorf	14	51.6166667	11.7
DE	adendorf	Adendorf	06	53.2833333	10.45
DE	adensen	Adensen	06	52.1833333	9.7333333
DE	adenstedt	Adenstedt	06	52.0	9.9333333
DE	adenstedt	Adenstedt	06	52.25	10.1666667
DE	aderich	Aderich	07	50.5833333	6.25
DE	adersbach	Adersbach	01	49.2638889	8.9566667
DE	adersheim	Adersheim	06	52.15	10.4666667
DE	adersleben	Adersleben	14	51.9	11.1833333
DE	aderstedt	Aderstedt	14	51.7666667	11.6833333
DE	aderstedt	Aderstedt	14	52.0333333	11.0
DE	adertshausen	Adertshausen	02	49.2833333	11.8333333
DE	aderzhofen	Aderzhofen	01	48.1666667	9.5666667
DE	adlanz	Adlanz	02	50.2666667	11.7666667
DE	adlberg	Adlberg	02	48.3333333	12.0833333
DE	adldorf	Adldorf	02	48.6333333	12.8333333
DE	adlersberg	Adlersberg	02	49.05	12.0166667
DE	adlershof	Adlershof	16	52.45	13.5333333
DE	adlfurt	Adlfurt	02	47.8833333	11.9833333
DE	adlhausen	Adlhausen	02	48.7833333	12.0166667
DE	adlholz	Adlholz	02	49.5833333	11.8333333
DE	adlig bartelshagen	Adlig Bartelshagen	12	54.35	12.8666667
DE	adlig boltenhagen	Adlig Boltenhagen	12	54.0833333	13.0833333
DE	adlige dubrau	Adlige Dubrau	11	51.7333333	14.5333333
DE	adlig reetz	Adlig Reetz	11	52.7833333	14.15
DE	adling	Adling	02	48.0	11.8666667
DE	adlitz	Adlitz	02	49.6333333	11.0666667
DE	adlitz	Adlitz	02	49.8166667	11.4333333
DE	adlkofen	Adlkofen	02	48.55	12.2666667
DE	adlmannstein	Adlmannstein	02	49.1	12.2666667
DE	adlmorting	Adlmörting	02	48.4833333	13.2166667
DE	adlum	Adlum	06	52.2333333	10.0666667
DE	adlwarting	Adlwarting	02	48.9	12.8833333
DE	admannshagen	Admannshagen	12	54.1333333	12.0
DE	admannshagen-bargeshagen	Admannshagen-Bargeshagen	12	54.1166667	11.9833333
DE	adolfsgluck	Adolfsglück	06	52.6	9.6666667
DE	adolfshausen	Adolfshausen	06	52.9166667	9.1
DE	adolfsheide	Adolfsheide	15	50.45	11.5333333
DE	adolfshutte	Adolfshütte	13	51.2666667	14.45
DE	adolfskoog	Adolfskoog	10	54.4166667	8.9666667
DE	adolphsdorf	Adolphsdorf	06	53.2166667	8.9833333
DE	adolphseck	Adolphseck	05	50.15	8.0833333
DE	adolphsheide	Adolphsheide	06	52.8833333	9.7
DE	adolzfurt	Adolzfurt	01	49.1655556	9.4486111
DE	adolzhausen	Adolzhausen	01	49.4025	9.8725
DE	adorf	Adorf	08	50.6833333	7.5166667
DE	adorf	Adorf	13	50.75	12.8833333
DE	adorf	Adorf	05	51.3666667	8.8
DE	adorf	Adorf	06	52.6166667	7.0833333
DE	adorf	Adorf	13	50.3166667	12.2666667
DE	adorf freiberg	Adorf Freiberg	15	50.3333333	12.2333333
DE	adorf-jugelsburg	Adorf-Jugelsburg	13	50.3166667	12.2666667
DE	adorf-remtengrun	Adorf-Remtengrün	13	50.3	12.2833333
DE	adrazhofen	Adrazhofen	01	47.8166667	10.0666667
DE	adriatsweiler	Adriatsweiler	01	47.8833333	9.25
DE	adscheid	Adscheid	07	50.75	7.35
DE	aebtissinwisch	Aebtissinwisch	10	53.9666667	9.2833333
DE	aechternhagen	Aechternhagen	07	52.1166667	8.9166667
DE	aegidienberg	Aegidienberg	07	50.6666667	7.3
DE	aegypten	Aegypten	06	52.45	7.85
DE	aehringhausen	Aehringhausen	07	51.3666667	7.4
DE	aengenesch	Aengenesch	07	51.5333333	6.3666667
DE	aepfelbach	Aepfelbach	02	49.7166667	11.25
DE	aerbeck	Aerbeck	07	51.3833333	6.3166667
DE	aerding	Aerding	02	48.3	11.9333333
DE	aerzen	Aerzen	06	52.0333333	9.2666667
DE	aeschach	Aeschach	02	47.55	9.6833333
DE	aeule	Aeule	01	47.8333333	8.1
DE	afden	Afden	07	50.8666667	6.0833333
DE	affalter	Affalter	13	50.65	12.7666667
DE	affalterbach	Affalterbach	02	48.5666667	11.5333333
DE	affalterbach	Affalterbach	01	48.9166667	9.3166667
DE	affalterbach	Affalterbach	02	49.6166667	11.2166667
DE	affalterhof	Affalterhof	02	50.0833333	11.4333333
DE	affaltern	Affaltern	02	48.4833333	10.7333333
DE	affalterried	Affalterried	01	48.8666667	10.0666667
DE	affalterthal	Affalterthal	02	49.7	11.2833333
DE	affalterwang	Affalterwang	01	48.8166667	10.2
DE	affaltrach	Affaltrach	01	49.1366667	9.3838889
DE	affecking	Affecking	02	48.9	11.9
DE	affeln	Affeln	07	51.2666667	7.8666667
DE	affendorf	Affendorf	06	52.8	9.0166667
DE	affenricht	Affenricht	02	49.1833333	11.85
DE	affental	Affental	01	48.7	8.1666667
DE	afferde	Afferde	07	51.5666667	7.65
DE	afferde	Afferde	06	52.1	9.4
DE	affhollerbach	Affhöllerbach	05	49.75	8.9
DE	affhupperhofe	Affhüpperhöfe	07	52.1	8.4833333
DE	affing	Affing	02	48.4666667	10.9833333
DE	affinghausen	Affinghausen	06	52.7833333	8.8833333
DE	affler	Affler	08	50.0166667	6.15
DE	affoldern	Affoldern	05	51.1666667	9.1
DE	affolterbach	Affolterbach	05	49.5955556	8.8555556
DE	affstatt	Affstätt	01	48.6	8.8666667
DE	afham	Afham	02	48.4333333	13.2166667
DE	afham	Afham	02	48.4333333	13.4
DE	afholderbach	Afholderbach	07	50.9333333	8.1333333
DE	aflen	Aflen	08	50.1833333	7.0333333
DE	afterhausen	Afterhausen	02	48.4166667	12.9166667
DE	aftersberg	Aftersberg	01	47.8333333	7.9333333
DE	aftersteg	Aftersteg	01	47.8333333	7.9333333
DE	aftholderbach	Aftholderbach	08	50.2166667	7.85
DE	aftholderberg	Aftholderberg	01	47.9	9.2333333
DE	aga	Aga	15	50.95	12.0833333
DE	agathaberg	Agathaberg	07	51.1	7.4166667
DE	agatharied	Agatharied	02	47.7666667	11.8333333
DE	agathazell	Agathazell	02	47.55	10.2833333
DE	agathenburg	Agathenburg	06	53.5666667	9.5333333
DE	agawang	Agawang	02	48.3666667	10.6833333
DE	agelsberg	Agelsberg	02	48.65	11.5
DE	agenbach	Agenbach	01	48.7	8.5833333
DE	agendorf	Agendorf	02	48.95	12.6333333
DE	agethorst	Agethorst	10	54.0166667	9.4333333
DE	agg	Agg	02	47.6666667	12.15
DE	aggerdeich	Aggerdeich	07	50.8	7.1666667
DE	aggerhutte	Aggerhütte	07	50.9166667	7.2666667
DE	agidienberg	Ägidienberg	07	50.6666667	7.3
DE	aglasterhausen	Aglasterhausen	01	49.3569444	8.9869444
DE	agnesdorf	Agnesdorf	14	51.4833333	11.0833333
DE	agnesenhof	Agnesenhof	14	52.6	11.6166667
DE	agneshof	Agneshof	12	53.7833333	13.75
DE	agstall	Agstall	02	48.6	11.8333333
DE	agterhorn	Agterhorn	06	52.6166667	6.7666667
DE	agypten	Ägypten	06	52.45	7.85
DE	aha	Aha	01	47.8333333	8.1333333
DE	aha	Aha	02	49.1	10.75
DE	aham	Aham	02	48.0166667	12.2333333
DE	aham	Aham	02	48.35	12.1666667
DE	aham	Aham	02	48.5333333	12.4666667
DE	ahaus	Ahaus	07	52.0666667	7.0
DE	ahausen	Ahausen	01	47.7333333	9.3166667
DE	ahausen	Ahausen	05	50.5	8.2833333
DE	ahausen	Ahausen	06	52.55	7.9166667
DE	ahausen	Ahausen	06	52.7166667	7.9166667
DE	ahausen	Ahausen	06	53.0	8.9166667
DE	ahausen	Ahausen	06	53.0666667	9.3166667
DE	ahden	Ahden	07	51.6	8.6333333
DE	ahe	Ahe	07	50.8333333	7.45
DE	ahe	Ahe	07	50.9333333	6.6666667
DE	ahe	Ahe	07	51.0833333	7.35
DE	ahe	Ahe	07	51.2	7.4333333
DE	ahe	Ahe	06	52.1833333	9.15
DE	ahe	Ahe	06	52.4833333	8.1333333
DE	ahe	Ahe	06	53.4	8.9
DE	ahe	Ahe	07	51.2166667	7.7333333
DE	ahe	Ahe	07	51.1833333	7.7833333
DE	ahegg	Ahegg	01	47.7166667	9.85
DE	ahelle	Ahelle	07	51.2	7.5833333
DE	ahl	Ahl	05	50.3	9.4
DE	ahlbach	Ahlbach	05	50.4333333	8.0833333
DE	ahlbach	Ahlbach	08	50.65	7.5166667
DE	ahlback	Ahlback	08	50.65	7.5166667
DE	ahlbeck	Ahlbeck	12	53.6666667	14.2
DE	ahlbeck	Ahlbeck	12	53.9333333	14.2
DE	ahlbeck seebad	Ahlbeck Seebad	12	53.9333333	14.2
DE	ahlberg	Ahlberg	05	51.45	9.5166667
DE	ahlbershausen	Ahlbershausen	06	51.6166667	9.65
DE	ahlde	Ahlde	06	52.35	7.3333333
DE	ahlden	Ahlden	06	52.7666667	9.55
DE	ahldorf	Ahldorf	01	48.45	8.75
DE	ahle	Ahle	07	52.1	7.05
DE	ahle	Ahle	07	52.2	8.5166667
DE	ahlefeld	Ahlefeld	07	51.0	7.55
DE	ahlefeld	Ahlefeld	10	54.4	9.6666667
DE	ahlem	Ahlem	06	52.3833333	9.6666667
DE	ahlemissen	Ahlemissen	06	52.3833333	10.3166667
DE	ahlen	Ahlen	01	48.1333333	9.65
DE	ahlen	Ahlen	06	52.9333333	7.3166667
DE	ahlen	Ahlen	07	51.75	7.9166667
DE	ahlenbach	Ahlenbach	01	48.0333333	7.9666667
DE	ahlenberg	Ahlenberg	07	51.4166667	7.4666667
DE	ahlendorf	Ahlendorf	15	50.9833333	11.9833333
DE	ahlendung	Ahlendung	07	51.0166667	7.2666667
DE	ahlen-falkenberg	Ahlen-Falkenberg	06	53.7	8.7666667
DE	ahlersbach	Ahlersbach	05	50.3333333	9.55
DE	ahlerstedt	Ahlerstedt	06	53.4	9.45
DE	ahleute	Ahleute	02	47.6666667	10.3666667
DE	ahlften	Ahlften	06	53.0166667	9.85
DE	ahlhorn	Ahlhorn	06	52.9	8.2333333
DE	ahlimbsmuhle	Ahlimbsmühle	11	53.0833333	13.6166667
DE	ahlimbswalde	Ahlimbswalde	11	53.05	13.7166667
DE	ahlingen	Ahlingen	02	48.5833333	10.7833333
DE	ahlintel	Ahlintel	07	52.15	7.4666667
DE	ahlke	Ahlke	07	51.6833333	8.2666667
DE	ahlsdorf	Ahlsdorf	14	51.55	11.4666667
DE	ahlsdorf	Ahlsdorf	11	51.8333333	13.2166667
DE	ahlsen	Ahlsen	07	52.3	8.6666667
DE	ahlshausen	Ahlshausen	06	51.8	9.9666667
DE	ahlstadt	Ahlstadt	02	50.3666667	10.8666667
DE	ahlstadt	Ahlstädt	15	50.5333333	10.6833333
DE	ahlten	Ahlten	06	52.3666667	9.9
DE	ahlum	Ahlum	06	52.1666667	10.6
DE	ahlum	Ahlum	14	52.6833333	11.0
DE	ahm	Ahm	07	51.35	7.6
DE	ahmenhorst	Ahmenhorst	07	51.8333333	8.1166667
DE	ahmsen	Ahmsen	07	52.0833333	8.6833333
DE	ahmsen	Ahmsen	06	52.7833333	7.6333333
DE	ahmserort	Ahmserort	07	52.2333333	9.0166667
DE	ahmstorf	Ahmstorf	06	52.3166667	10.9
DE	ahndeich	Ahndeich	06	53.5	8.3666667
DE	ahndeich-eins	Ahndeich-Eins	06	53.5	8.3666667
DE	ahndel	Ahndel	10	54.3833333	8.6666667
DE	ahndorf	Ahndorf	06	53.1666667	10.7333333
DE	ahnebeck	Ahnebeck	06	52.5333333	10.9
DE	ahnebergen	Ahnebergen	06	52.8833333	9.2833333
DE	ahneby	Ahneby	10	54.7166667	9.7333333
DE	ahnsbeck	Ahnsbeck	06	52.6166667	10.3
DE	ahnsen	Ahnsen	06	52.2666667	9.1
DE	ahnsen	Ahnsen	06	52.4833333	10.3333333
DE	aholfing	Aholfing	02	48.95	12.4666667
DE	aholming	Aholming	02	48.7333333	12.9166667
DE	ahorn	Ahorn	02	50.2333333	10.95
DE	ahornberg	Ahornberg	02	49.9166667	11.85
DE	ahornberg	Ahornberg	02	50.2333333	11.8
DE	ahornberg	Ahornberg	02	49.85	12.45
DE	ahornhof	Ahornhof	01	49.5333333	9.6
DE	ahornis	Ahornis	02	50.2	11.7
DE	ahornod	Ahornöd	02	48.8166667	13.5333333
DE	ahrain	Ahrain	02	47.75	11.9333333
DE	ahrain	Ahrain	02	47.8	11.9
DE	ahrbeck	Ahrbeck	06	52.4333333	9.9833333
DE	ahrbergen	Ahrbergen	06	52.2333333	9.8833333
DE	ahrbruck	Ahrbrück	08	50.4666667	6.9833333
DE	ahrdorf	Ahrdorf	07	50.3666667	6.7666667
DE	ahrdt	Ahrdt	05	50.7	8.4666667
DE	ahrem	Ahrem	07	50.7833333	6.7666667
DE	ahren	Ahren	07	51.15	6.4666667
DE	ahrenberg	Ahrenberg	05	51.2833333	9.95
DE	ahrendsee	Ahrendsee	12	54.2166667	13.1333333
DE	ahrendsee rubelow	Ahrendsee Rubelow	12	54.2166667	13.1666667
DE	ahrenfeld	Ahrenfeld	06	52.0833333	9.65
DE	ahrenhorst	Ahrenhorst	07	51.85	7.7333333
DE	ahrenlohe	Ahrenlohe	10	53.7166667	9.75
DE	ahrensberg	Ahrensberg	10	54.4833333	9.6833333
DE	ahrensberg	Ahrensberg	12	53.2666667	13.0333333
DE	ahrensbock	Ahrensbock	10	54.0166667	10.5833333
DE	ahrensboek	Ahrensboek	12	53.7166667	11.5333333
DE	ahrensbok	Ahrensbök	10	54.0166667	10.5833333
DE	ahrensburg	Ahrensburg	10	53.6833333	10.25
DE	stadt ahrensburg	Stadt Ahrensburg	10	53.6833333	10.25
DE	ahrensdorf	Ahrensdorf	11	52.1666667	14.0833333
DE	ahrensdorf	Ahrensdorf	11	52.1833333	13.1666667
DE	ahrensdorf	Ahrensdorf	11	52.3166667	13.2
DE	ahrensdorf	Ahrensdorf	06	53.0833333	7.8833333
DE	ahrensdorf	Ahrensdorf	11	53.1166667	13.5333333
DE	ahrensdorf	Ahrensdorf	06	53.3333333	8.9333333
DE	ahrensfelde	Ahrensfelde	11	52.5833333	13.5833333
DE	ahrensfelde	Ahrensfelde	06	53.3166667	8.8166667
DE	ahrensfelde	Ahrensfelde	10	53.65	10.25
DE	ahrensfelde	Ahrensfelde	10	53.7666667	10.5
